Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Minutes
Stronger Than Death,,300747,9869647.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,5.01245
All For You,,235833,7726948.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,3.93055
Super Terrorizer,,319373,10513905.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,5.322883333333333
Phoney Smile Fake Hellos,,273606,9011701.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,4.5601
Lost My Better Half,,284081,9355309.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,4.734683333333333
Bored To Tears,,247327,8130090.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,4.122116666666667
A.N.D.R.O.T.A.Z.,,266266,8574746.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,4.437766666666667
Born To Booze,,282122,9257358.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,4.7020333333333335
World Of Trouble,,359157,11820932.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,5.98595
No More Tears,,555075,18041629.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,9.25125
The Begining... At Last,,365662,11965109.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,6.094366666666667
Heart Of Gold,,194873,6417460.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,3.2478833333333332
Snowblind,,420022,13842549.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,7.000366666666666
Like A Bird,,276532,9115657.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,4.608866666666667
Blood In The Wall,,284368,9359475.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,4.739466666666667
The Beginning...At Last,,271960,8975814.0,0.99,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,4.532666666666667
Black Sabbath,,382066,12440200.0,0.99,Metal,Black Sabbath,Black Sabbath,6.367766666666666
The Wizard,,264829,8646737.0,0.99,Metal,Black Sabbath,Black Sabbath,4.4138166666666665
Behind The Wall Of Sleep,,217573,7169049.0,0.99,Metal,Black Sabbath,Black Sabbath,3.6262166666666666
N.I.B.,,368770,12029390.0,0.99,Metal,Black Sabbath,Black Sabbath,6.146166666666667
Evil Woman,,204930,6655170.0,0.99,Metal,Black Sabbath,Black Sabbath,3.4155
Sleeping Village,,644571,21128525.0,0.99,Metal,Black Sabbath,Black Sabbath,10.74285
Warning,,212062,6893363.0,0.99,Metal,Black Sabbath,Black Sabbath,3.5343666666666667
Wheels Of Confusion / The Straightener,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494524,16065830.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,8.242066666666666
Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,6252071.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,3.208266666666667
Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275,9175517.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,4.77125
FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103157,3331776.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,1.7192833333333333
Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285779,9245971.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,4.762983333333334
Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,5.527933333333333
Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,7653880.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,3.9135666666666666
Laguna Sunrise,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087,5671374.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,2.8847833333333335
St. Vitus Dance,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149655,4884969.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,2.49425
Under The Sun/Every Day Comes and Goes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458,11360486.0,0.99,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath,5.840966666666667
Smoked Pork,,47333,1549074.0,0.99,Alternative & Punk,Body Count,Body Count,0.7888833333333334
Body Count's In The House,,204251,6715413.0,0.99,Alternative & Punk,Body Count,Body Count,3.404183333333333
Now Sports,,4884,161266.0,0.99,Alternative & Punk,Body Count,Body Count,0.0814
Body Count,,317936,10489139.0,0.99,Alternative & Punk,Body Count,Body Count,5.298933333333333
A Statistic,,6373,211997.0,0.99,Alternative & Punk,Body Count,Body Count,0.10621666666666667
Bowels Of The Devil,,223216,7324125.0,0.99,Alternative & Punk,Body Count,Body Count,3.720266666666667
The Real Problem,,11650,387360.0,0.99,Alternative & Punk,Body Count,Body Count,0.19416666666666665
KKK Bitch,,173008,5709631.0,0.99,Alternative & Punk,Body Count,Body Count,2.8834666666666666
D Note,,95738,3067064.0,0.99,Alternative & Punk,Body Count,Body Count,1.5956333333333332
Voodoo,,300721,9875962.0,0.99,Alternative & Punk,Body Count,Body Count,5.012016666666667
The Winner Loses,,392254,12843821.0,0.99,Alternative & Punk,Body Count,Body Count,6.537566666666667
There Goes The Neighborhood,,350171,11443471.0,0.99,Alternative & Punk,Body Count,Body Count,5.8361833333333335
Oprah,,6635,224313.0,0.99,Alternative & Punk,Body Count,Body Count,0.11058333333333334
Evil Dick,,239020,7828873.0,0.99,Alternative & Punk,Body Count,Body Count,3.9836666666666667
Body Count Anthem,,166426,5463690.0,0.99,Alternative & Punk,Body Count,Body Count,2.7737666666666665
Momma's Gotta Die Tonight,,371539,12122946.0,0.99,Alternative & Punk,Body Count,Body Count,6.192316666666667
Freedom Of Speech,,281234,9337917.0,0.99,Alternative & Punk,Body Count,Body Count,4.687233333333333
King In Crimson,Roy Z,283167,9218499.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,4.71945
Chemical Wedding,Roy Z,246177,8022764.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,4.10295
The Tower,Roy Z,285257,9435693.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,4.754283333333333
Killing Floor,Adrian Smith,269557,8854240.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,4.492616666666667
Book Of Thel,Eddie Casillas/Roy Z,494393,16034404.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,8.239883333333333
Gates Of Urizen,Roy Z,265351,8627004.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,4.422516666666667
Jerusalem,Roy Z,402390,13194463.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,6.7065
Trupets Of Jericho,Roy Z,359131,11820908.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,5.985516666666666
Machine Men,Adrian Smith,341655,11138147.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,5.69425
The Alchemist,Roy Z,509413,16545657.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,8.490216666666667
Realword,Roy Z,237531,7802095.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,3.95885
First Time I Met The Blues,Eurreal Montgomery,140434,4604995.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,2.3405666666666667
Let Me Love You Baby,Willie Dixon,175386,5716994.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,2.9231
Stone Crazy,Buddy Guy,433397,14184984.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,7.223283333333334
Pretty Baby,Willie Dixon,237662,7848282.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,3.9610333333333334
When My Left Eye Jumps,Al Perkins/Willie Dixon,235311,7685363.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,3.92185
Leave My Girl Alone,Buddy Guy,204721,6859518.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,3.4120166666666667
She Suits Me To A Tee,Buddy Guy,136803,4456321.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,2.28005
Keep It To Myself (Aka Keep It To Yourself),Sonny Boy Williamson [I],166060,5487056.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,2.7676666666666665
My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,182491,6022698.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,3.041516666666667
Too Many Ways (Alternate),Willie Dixon,135053,4459946.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,2.2508833333333333
Talkin' 'Bout Women Obviously,Amos Blakemore/Buddy Guy,589531,19161377.0,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,9.825516666666667
Jorge Da Capadócia,Jorge Ben,177397,5842196.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.9566166666666667
Prenda Minha,Tradicional,99369,3225364.0,0.99,Latin,Prenda Minha,Caetano Veloso,1.65615
Meditação,Tom Jobim - Newton Mendoça,148793,4865597.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.4798833333333334
Terra,Caetano Veloso,482429,15889054.0,0.99,Latin,Prenda Minha,Caetano Veloso,8.040483333333333
Eclipse Oculto,Caetano Veloso,221936,7382703.0,0.99,Latin,Prenda Minha,Caetano Veloso,3.698933333333333
"Texto ""Verdade Tropical""",Caetano Veloso,84088,2752161.0,0.99,Latin,Prenda Minha,Caetano Veloso,1.4014666666666666
Bem Devagar,Gilberto Gil,133172,4333651.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.219533333333333
Drão,Gilberto Gil,156264,5065932.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.6044
Saudosismo,Caetano Veloso,144326,4726981.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.4054333333333333
Carolina,Chico Buarque,181812,5924159.0,0.99,Latin,Prenda Minha,Caetano Veloso,3.0302
Sozinho,Peninha,190589,6253200.0,0.99,Latin,Prenda Minha,Caetano Veloso,3.1764833333333335
Esse Cara,Caetano Veloso,223111,7217126.0,0.99,Latin,Prenda Minha,Caetano Veloso,3.7185166666666665
Mel,Caetano Veloso - Waly Salomão,294765,9854062.0,0.99,Latin,Prenda Minha,Caetano Veloso,4.91275
Linha Do Equador,Caetano Veloso - Djavan,299337,10003747.0,0.99,Latin,Prenda Minha,Caetano Veloso,4.98895
Odara,Caetano Veloso,141270,4704104.0,0.99,Latin,Prenda Minha,Caetano Veloso,2.3545
A Luz De Tieta,Caetano Veloso,251742,8507446.0,0.99,Latin,Prenda Minha,Caetano Veloso,4.1957
Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,307252,10364247.0,0.99,Latin,Prenda Minha,Caetano Veloso,5.120866666666666
Vida Boa,Fausto Nilo - Armandinho,281730,9411272.0,0.99,Latin,Prenda Minha,Caetano Veloso,4.6955
Sozinho (Hitmakers Classic Mix),,436636,14462072.0,0.99,Latin,Sozinho Remix Ao Vivo,Caetano Veloso,7.277266666666667
Sozinho (Hitmakers Classic Radio Edit),,195004,6455134.0,0.99,Latin,Sozinho Remix Ao Vivo,Caetano Veloso,3.2500666666666667
Sozinho (Caêdrum 'n' Bass),,328071,10975007.0,0.99,Latin,Sozinho Remix Ao Vivo,Caetano Veloso,5.46785
Carolina,,163056,5375395.0,0.99,Latin,Minha Historia,Chico Buarque,2.7176
Essa Moça Ta Diferente,,167235,5568574.0,0.99,Latin,Minha Historia,Chico Buarque,2.78725
Vai Passar,,369763,12359161.0,0.99,Latin,Minha Historia,Chico Buarque,6.162716666666666
Samba De Orly,,162429,5431854.0,0.99,Latin,Minha Historia,Chico Buarque,2.70715
"Bye, Bye Brasil",,283402,9499590.0,0.99,Latin,Minha Historia,Chico Buarque,4.723366666666666
Atras Da Porta,,189675,6132843.0,0.99,Latin,Minha Historia,Chico Buarque,3.16125
Tatuagem,,172120,5645703.0,0.99,Latin,Minha Historia,Chico Buarque,2.8686666666666665
O Que Será (À Flor Da Terra),,167288,5574848.0,0.99,Latin,Minha Historia,Chico Buarque,2.788133333333333
Morena De Angola,,186801,6373932.0,0.99,Latin,Minha Historia,Chico Buarque,3.11335
Apesar De Você,,234501,7886937.0,0.99,Latin,Minha Historia,Chico Buarque,3.90835
A Banda,,132493,4349539.0,0.99,Latin,Minha Historia,Chico Buarque,2.2082166666666665
Minha Historia,,182256,6029673.0,0.99,Latin,Minha Historia,Chico Buarque,3.0376
Com Açúcar E Com Afeto,,175386,5846442.0,0.99,Latin,Minha Historia,Chico Buarque,2.9231
Brejo Da Cruz,,214099,7270749.0,0.99,Latin,Minha Historia,Chico Buarque,3.5683166666666666
Meu Caro Amigo,,260257,8778172.0,0.99,Latin,Minha Historia,Chico Buarque,4.3376166666666665
Geni E O Zepelim,,317570,10342226.0,0.99,Latin,Minha Historia,Chico Buarque,5.292833333333333
Trocando Em Miúdos,,169717,5461468.0,0.99,Latin,Minha Historia,Chico Buarque,2.8286166666666666
Vai Trabalhar Vagabundo,,139154,4693941.0,0.99,Latin,Minha Historia,Chico Buarque,2.3192333333333335
Gota D'água,,153208,5074189.0,0.99,Latin,Minha Historia,Chico Buarque,2.5534666666666666
Construção / Deus Lhe Pague,,383059,12675305.0,0.99,Latin,Minha Historia,Chico Buarque,6.384316666666667
Meia-Lua Inteira,,222093,7466288.0,0.99,Latin,Minha Historia,Chico Buarque,3.70155
Voce e Linda,,242938,8050268.0,0.99,Latin,Minha Historia,Chico Buarque,4.048966666666667
Um Indio,,195944,6453213.0,0.99,Latin,Minha Historia,Chico Buarque,3.2657333333333334
Podres Poderes,,259761,8622495.0,0.99,Latin,Minha Historia,Chico Buarque,4.32935
Voce Nao Entende Nada - Cotidiano,,421982,13885612.0,0.99,Latin,Minha Historia,Chico Buarque,7.033033333333333
O Estrangeiro,,374700,12472890.0,0.99,Latin,Minha Historia,Chico Buarque,6.245
Menino Do Rio,,147670,4862277.0,0.99,Latin,Minha Historia,Chico Buarque,2.4611666666666667
Qualquer Coisa,,193410,6372433.0,0.99,Latin,Minha Historia,Chico Buarque,3.2235
Sampa,,185051,6151831.0,0.99,Latin,Minha Historia,Chico Buarque,3.0841833333333333
Queixa,,299676,9953962.0,0.99,Latin,Minha Historia,Chico Buarque,4.9946
O Leaozinho,,184398,6098150.0,0.99,Latin,Minha Historia,Chico Buarque,3.0733
Fora Da Ordem,,354011,11746781.0,0.99,Latin,Minha Historia,Chico Buarque,5.900183333333334
Terra,,401319,13224055.0,0.99,Latin,Minha Historia,Chico Buarque,6.68865
"Alegria, Alegria",,169221,5497025.0,0.99,Latin,Minha Historia,Chico Buarque,2.82035
Mateus Enter,Chico Science,33149,1103013.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,0.5524833333333333
O Cidadão Do Mundo,Chico Science,200933,6724966.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.348883333333333
Etnia,Chico Science,152555,5061413.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.5425833333333334
Quilombo Groove [Instrumental],Chico Science,151823,5042447.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.5303833333333334
Macô,Chico Science,249600,8253934.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.16
Um Passeio No Mundo Livre,Chico Science,240091,7984291.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.001516666666666
Samba Do Lado,Chico Science,227317,7541688.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.7886166666666665
Maracatu Atômico,Chico Science,284264,9670057.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.737733333333333
O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,99108,3240816.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1.6518
Corpo De Lama,Chico Science,232672,7714954.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.877866666666667
Sobremesa,Chico Science,240091,7960868.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.001516666666666
Manguetown,Chico Science,194560,6475159.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.2426666666666666
Um Satélite Na Cabeça,Chico Science,126615,4272821.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.11025
Baião Ambiental [Instrumental],Chico Science,152659,5198539.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.5443166666666666
Sangue De Bairro,Chico Science,132231,4415557.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.20385
Enquanto O Mundo Explode,Chico Science,88764,2968650.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1.4794
Interlude Zumbi,Chico Science,71627,2408550.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1.1937833333333334
Criança De Domingo,Chico Science,208222,6984813.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.4703666666666666
Amor De Muito,Chico Science,175333,5881293.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,2.9222166666666665
Samidarish [Instrumental],Chico Science,272431,8911641.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.540516666666667
Maracatu Atômico [Atomic Version],Chico Science,273084,9019677.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.5514
Maracatu Atômico [Ragga Mix],Chico Science,210155,6986421.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.5025833333333334
Maracatu Atômico [Trip Hop],Chico Science,221492,7380787.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,3.6915333333333336
Banditismo Por Uma Questa,,307095,10251097.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,5.11825
Banditismo Por Uma Questa,,243644,8147224.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,4.060733333333333
Rios Pontes & Overdrives,,286720,9659152.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,4.778666666666667
Cidade,,216346,7241817.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,3.605766666666667
Praiera,,183640,6172781.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,3.0606666666666666
Samba Makossa,,271856,9095410.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,4.5309333333333335
Da Lama Ao Caos,,251559,8378065.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,4.19265
Maracatu De Tiro Certeiro,,88868,2901397.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,1.4811333333333334
Salustiano Song,,215405,7183969.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,3.5900833333333333
Antene Se,,248372,8253618.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,4.1395333333333335
Risoflora,,105586,3536938.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,1.7597666666666667
Lixo Do Mangue,,193253,6534200.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,3.2208833333333335
Computadores Fazem Arte,,404323,13702771.0,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,6.738716666666667
Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,249808,8327676.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,4.163466666666666
A Sombra Da Maldade,Da Gama/Toni Garrido,230922,7697230.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.8487
Johnny B. Goode,Chuck Berry,254615,8505985.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,4.2435833333333335
Soldado Da Paz,Herbert Vianna,194220,6455080.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.237
Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,222145,7402658.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.7024166666666667
Extra,Gilberto Gil,304352,10078050.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,5.072533333333333
O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,236382,7866924.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.9397
Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,232280,7747747.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.8713333333333333
A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,248842,8275673.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,4.147366666666667
Berlim,Da Gama/Toni Garrido,207542,6920424.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.459033333333333
Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,221544,7388466.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.6924
Onde Você Mora?,Marisa Monte/Nando Reis,256026,8502588.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,4.2671
Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,173008,5748424.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,2.8834666666666666
Conciliação,Da Gama/Lazão/Rás Bernardo,257619,8552474.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,4.29365
Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,195239,6503533.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.2539833333333332
Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,225332,7488852.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.755533333333333
A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,231392,7663348.0,0.99,Reggae,Acústico MTV [Live],Cidade Negra,3.856533333333333
Onde Você Mora?,Marisa Monte/Nando Reis,298396,10056970.0,0.99,Reggae,Cidade Negra - Hits,Cidade Negra,4.9732666666666665
O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,206942,6950332.0,0.99,Reggae,Cidade Negra - Hits,Cidade Negra,3.4490333333333334
A Sombra Da Maldade,Da Gama/Toni Garrido,285231,9544383.0,0.99,Reggae,Cidade Negra - Hits,Cidade Negra,4.75385
